ttd_drug_id,drug_name,disease_name,icd11_code,clinical_status
D0B3FV,NVP-LAQ824,Mood disorder,6A60-6E23,Phase 3
D0B3FV,NVP-LAQ824,leukaemia,2A60-2B33,Discontinued in Phase 1/2
D0B3FV,NVP-LAQ824,Multiple myeloma,2A83,Investigative
D0B2ZZ,Esomeprazole magnesium + Aspirin,Peptic ulcer,DA61,Phase 3
D0B2LC,HP3070,Schizophrenia,6A20,Phase 3
D0B2IR,Nemolizumab,Atopic dermatitis,EA80,Phase 3
D0B1EQ,Taspoglutide,Type-1 diabetes,5A10,Phase 3
D0B0UF,IBI-308,Bronchioalveolar carcinoma,2C25.0,Phase 3
D0AY0U,Kadcyla,Breast cancer,2C60-2C65,Phase 3
D0AW8E,Tezosentan,Cardiac disease,BA00-BE2Z,Phase 3
D0AR8G,Habeo,Scleroderma,4A42,Phase 3
D0AM4W,Oseltamivir + hydroxychloroquine,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 3
D0AJ5E,Rifaximin DR,Crohn disease,DD70,Phase 3
D0AE6Q,MBG453,Myelodysplastic syndrome,2A37,Phase 3
D0AE6Q,MBG453,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0AD4Z,Fasinumab,Neuropathic pain,8E43.0,Phase 3
D0AD4Z,Fasinumab,Osteoarthritis,FA00-FA05,Phase 3
D0AD4Z,Fasinumab,Chronic low back pain,MG30.02,Phase 3
D0AD4Z,Fasinumab,Pain,MG30-MG3Z,Phase 3
D0A9SA,Canfosfamide,Solid tumour/cancer,2A00-2F9Z,Phase 3
D0A9PN,GDC-0853,Multiple sclerosis,8A40,Phase 3
D0A9PN,GDC-0853,Chronic idiopathic urticaria,EB00.1,Phase 2
D0A9PN,GDC-0853,Solid tumour/cancer,2A00-2F9Z,Phase 1
D0A9PN,GDC-0853,Autoimmune disease,4A40-4A45,Phase 1
D0A8PC,Influenza cell culture vaccine,Influenza virus infection,1E30-1E32,Phase 3
D0A8KX,M-518101,Psoriasis vulgaris,EA90,Phase 3
D0A8KX,M-518101,Plaque psoriasis,EA90.0,Phase 3
D0A4UC,GS-6615,Ischemic heart disease,BA40-BA6Z,Phase 3
D0A4UC,GS-6615,Long QT syndrome,BC65.0,Phase 3
D0A4FE,OS-320,Parkinson disease,8A00.0,Phase 3
D0A4FE,OS-320,Dyskinesia,MB47.4,Phase 3
D0A4DP,LCS 16,Alzheimer disease,8A20,Phase 3
D0A4DP,LCS 16,Contraception,QA21,Phase 3
D0A3FZ,Rilimogene galvacirepvec,Prostate cancer,2C82.0,Phase 3
D0A3FQ,Rabies vaccine,Rabies,1C82,Phase 3
D0A2RA,TAK-491,Hypertension,BA00-BA04,Phase 3
D0A2CP,Emtricitabine/tenofovir alafenamide,Human immunodeficiency virus-1 infection,1C62,Phase 3
D0A2BO,S-110,Chronic myelogenous leukaemia,2A20.0,Phase 3
D0A2BO,S-110,Acute myeloid leukaemia,2A60,Phase 3
D0A2BO,S-110,Solid tumour/cancer,2A00-2F9Z,Phase 2
D0A1MX,Bapineuzumab,Alzheimer disease,8A20,Phase 3
D0A1IL,VAL-083,Recurrent glioblastoma,2A00.00,Phase 3
D0A1IL,VAL-083,Recurring respiratory infection,CA07-CA45,Phase 3
D0A1IL,VAL-083,Grade IV malignant glioma,2A00.0,Phase 1/2
D0A1IL,VAL-083,Acute myeloid leukaemia,2A60,Phase 1/2
D0A1AQ,Rosiglitazone + metformin,Diabetic complication,5A2Y,Phase 3
D0A1AQ,Rosiglitazone + metformin,Advanced solid tumour,2A00-2F9Z,Phase 1
D0A0QH,Stapuldencel-T,Prostate cancer,2C82.0,Phase 3
D0A0NZ,LP-02,Ulcerative colitis,DD71,Phase 3
D0A0MS,BI 655066,Chronic plaque psoriasis,EA90.0,Phase 3
D0A0MS,BI 655066,Crohn disease,DD70,Phase 2
D0A0MS,BI 655066,Psoriatic arthritis,FA21,Phase 2
D0A0MS,BI 655066,Ankylosing spondylitis,FA92.0,Phase 2
D09ZXO,Cilengitide,Rheumatoid arthritis,FA20,Phase 3
D09ZJQ,Seocalcitol,Rickets,5B57,Phase 3
D09YDO,Quinotolast,Asthma,CA23,Phase 3
D09YDM,Camptothecin,Solid tumour/cancer,2A00-2F9Z,Phase 3
D09XUH,GASTRAZOLE,Duodenal ulcer,DA63,Phase 3
D09XUB,Viramidine,Hepatitis C virus infection,1E51.1,Phase 3
D09XQU,Tirapazamine,Alzheimer disease,8A20,Phase 3
D09XQU,Tirapazamine,Hepatocellular carcinoma,2C12.02,Phase 2
D09XMX,SaxaDapa FDC,Diabetic complication,5A2Y,Phase 3
D09WZG,Anascorp,Poison intoxication,NE6Z,Phase 3
D09WRG,CEP-41750,Rheumatoid arthritis,FA20,Phase 3
D09WNK,Fenfluramine,Dravet syndrome,8A61.11,Phase 3
D09WNK,Fenfluramine,LennoxGastaut syndrome,8A62.1,Phase 3
D09WNK,Fenfluramine,Obesity,5B81,Withdrawn from market
D09VSV,PH80-PMD,Migraine,8A80,Phase 3
D09VMI,Cediranib,Peritoneal cavity cancer,2C51.Z,Phase 3
D09VFX,SAR342434,Type-1 diabetes,5A10,Phase 3
D09VFX,SAR342434,Type-2 diabetes,5A11,Phase 3
D09VFX,SAR342434,Diabetic complication,5A2Y,Phase 3
D09UVK,MK-8835A,Type-2 diabetes,5A11,Phase 3
D09TLJ,ATOFLUDING,Solid tumour/cancer,2A00-2F9Z,Phase 3
D09TJJ,Pamrevlumab,Pancreatic cancer,2C10,Phase 3
D09TJJ,Pamrevlumab,Duchenne dystrophy,8C70,Phase 2
D09SHH,BAX-817,Hemophilia,3B10.0,Phase 3
D09RPB,DFD-06,Plaque psoriasis,EA90.0,Phase 3
D09PTY,V-212,Varicella zoster virus infection,1E91,Phase 3
D09PTY,V-212,Zoster,1E91,Phase 3
D09OOC,Gp100,Solid tumour/cancer,2A00-2F9Z,Phase 3
D09OHW,Dendritic cell therapy,Breast cancer,2C60-2C65,Phase 3
D09OHH,OS-440,Gastric adenocarcinoma,2B72,Phase 3
D09OHH,OS-440,Muscle spasm,MB47.3,Application submitted
D09NTC,CC-486,Myelodysplastic syndrome,2A37,Phase 3
D09NTC,CC-486,Acute myeloid leukaemia,2A60,Phase 3
D09NTC,CC-486,Diffuse large B-cell lymphoma,2A81,Phase 1
D09NDM,IN-001,Erectile dysfunction,HA01.1,Phase 3
D09NAF,AV 133,Alzheimer disease,8A20,Phase 3
D09MKH,TRI-102,Attention deficit hyperactivity disorder,6A05.Z,Phase 3
D09MHN,Ixmyelocel-T,Type-1 diabetes,5A10,Phase 3
D09MHN,Ixmyelocel-T,Dilated cardiomyopathy,BC43.0,Phase 3
D09MHN,Ixmyelocel-T,Heart failure,BD10-BD13,Phase 2
D09MHC,CJC-1134-PC,Type-2 diabetes,5A11,Phase 3
D09MED,Toca 511/Toca FC,Glioblastoma multiforme,2A00.0,Phase 3
D09MED,Toca 511/Toca FC,Glioma,2A00.0,Phase 3
D09MED,Toca 511/Toca FC,Solid tumour/cancer,2A00-2F9Z,Phase 1
D09MED,Toca 511/Toca FC,Lymphoma,2A80-2A86,Phase 1
D09LIZ,KI-0502,Solid tumour/cancer,2A00-2F9Z,Phase 3
D09LHG,YY-162,Attention deficit hyperactivity disorder,6A05.Z,Phase 3
D09KRV,Adhexil,Injury,NA00-ND5Z,Phase 3
D09KHE,EN3488,Non-muscle invasive bladder cancer,2C94,Phase 3
D09JYL,Hu5F9-G4,Myelodysplastic syndrome,2A37,Phase 3
D09JYL,Hu5F9-G4,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D09JYL,Hu5F9-G4,B-cell non-hodgkin lymphoma,2B33.5,Phase 1/2
D09JYL,Hu5F9-G4,Colorectal cancer,2B91.Z,Phase 1/2
D09JYL,Hu5F9-G4,Acute myeloid leukaemia,2A60,Phase 1
D09JLI,Vicriviroc,Human immunodeficiency virus infection,1C62,Phase 3
D09JKS,GRASPA,Acute lymphoblastic leukaemia,2A85,Phase 3
D09JKS,GRASPA,Pancreatic cancer,2C10,Phase 1
D09JFY,Dutasteride + tamsulosin,Prostate cancer,2C82.0,Phase 3
D09JFY,Dutasteride + tamsulosin,Benign prostatic hyperplasia,GA90,Phase 3
D09IRQ,Ataluren,Cystic fibrosis,CA25,Phase 3
D09IRQ,Ataluren,Dravet syndrome,8A61.11,Phase 2
D09IRQ,Ataluren,Muscular dystrophy,8C70,Phase 2
D09IRQ,Ataluren,Mucopolysaccharidosis,5C56.3,Phase 1
D09IRQ,Ataluren,Aniridia,LA11.3,Phase 1
D09IRQ,Ataluren,Duchenne dystrophy,8C70,Application submitted
D09IRN,LU AE58054,Schizophrenia,6A20,Phase 3
D09INF,Laquinamod,Multiple sclerosis,8A40,Phase 3
D09HTB,SAR153191,Ankylosing spondylitis,FA92.0,Phase 3
D09HOJ,NPB-01,Pemphigoid,EB41,Phase 3
D09FQW,THVD-201,Overactive bladder,GC50.0,Phase 3
D09FNI,Nonocog beta pegol,Haemophilia B,3B11.0,Phase 3
D09FKY,GED-0301,Crohn disease,DD70,Phase 3
D09FKY,GED-0301,Ulcerative colitis,DD71,Phase 2
D09EYN,RSV F protein vaccine,Respiratory syncytial virus infection,1C80,Phase 3
D09DLP,Tramiprosate,Alzheimer disease,8A20,Phase 3
D09DJO,Pafuramidine,Malaria,1F40-1F45,Phase 3
D09CUR,Trans-sodium crocetinate,Glioblastoma of brain,2A00.00,Phase 3
D09CUR,Trans-sodium crocetinate,Brain metastases,2D50,Phase 1
D09BKY,Bevacizumab + Erlotinib,Metastatic colorectal cancer,2B91,Phase 3
D09BKY,Bevacizumab + Erlotinib,Non-small-cell lung cancer,2C25.Y,Phase 3
D09BKY,Bevacizumab + Erlotinib,Hepatocellular carcinoma,2C12.02,Phase 2
D09BKY,Bevacizumab + Erlotinib,Hypopharyngeal squamous cell carcinoma,2B6D.0,Phase 1/2
D09AYM,MABp1,Colorectal cancer,2B91.Z,Phase 3
D09AYM,MABp1,Type-2 diabetes,5A11,Phase 2
D09AYM,MABp1,Peripheral vascular disease,BD4Z,Phase 2
D09AYM,MABp1,Atopic dermatitis,EA80,Phase 2
D09AYM,MABp1,Plaque psoriasis,EA90.0,Phase 2
D09AYM,MABp1,Pyoderma gangrenosum,EB21,Phase 2
D09AYM,MABp1,Acne vulgaris,ED80,Phase 2
D09AYM,MABp1,Hidradenitis suppurativa,ED92.0,Phase 2
D09APA,Plasma derived factor VIII PEGylated liposomal,Factor VIII deficiency,3B10,Phase 3
D08ZJJ,H1N1 pandemic influenza vaccine,Influenza virus infection,1E30-1E32,Phase 3
D08YWK,FX-006,Pain,MG30-MG3Z,Phase 3
D08YTF,RG6013,Haemophilia A,3B10.0,Phase 3
D08YHS,Linopirdine,Cognitive impairment,6D71,Phase 3
D08XPW,CYTISINE,Tobacco dependence,6C4A.2,Phase 3
D08XMM,NicVAX,Nicotine dependence,6C4A.2,Phase 3
D08VWK,Vaxchora,Vibrio cholerae infection,1A00,Phase 3
D08UZP,MPL-containing Pollinex allergy desensitization vaccine,Angina pectoris,BA40,Phase 3
D08UZP,MPL-containing Pollinex allergy desensitization vaccine,Allergy,4A80-4A85,Phase 2
D08UVZ,E004,Asthma,CA23,Phase 3
D08TJM,Binodenoson,Hypertension,BA00-BA04,Phase 3
D08TBK,Opdivo + Yervoynivolumab + ipilimumab,Small-cell lung cancer,2C25.Y,Phase 3
D08TBK,Opdivo + Yervoynivolumab + ipilimumab,Malignant pleural mesothelioma,2C26.0,Phase 3
D08TBK,Opdivo + Yervoynivolumab + ipilimumab,Ovarian cancer,2C73,Phase 1/2
D08SJT,Sarilumab,Rheumatoid arthritis,FA20,Approved
D08SJT,Sarilumab,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 3
D08RJM,SD-101,Hepatitis C virus infection,1E51.1,Phase 3
D08RJM,SD-101,Skin disease,EA00-EM0Z,Phase 2
D08RJM,SD-101,Squamous cell carcinoma,2B60-2D01,Phase 1/2
D08RJM,SD-101,Melanoma,2C30,Phase 1/2
D08RJM,SD-101,Squamous head and neck cell carcinom,2D60.0,Phase 1/2
D08RBW,LY900014,Type-2 diabetes,5A11,Phase 3
D08RBW,LY900014,Type-1 diabetes,5A10,Phase 1
D08PXR,ABT-761,Asthma,CA23,Phase 3
D08POF,ALX-0081,Thrombotic thrombocytopenic purpura,3B64.14,Phase 3
D08POF,ALX-0081,Thrombocytopenia,3B64,Phase 2
D08PHD,DR-5001,Adenovirus infection,1A20,Phase 3
D08PGC,Andolast,Rhinitis,FA20,Phase 3
D08PFA,Rivoglitazone,Ocular inflammation,9C61.24,Phase 3
D08PCH,Javelin,Melanoma,2C30,Phase 3
D08PBQ,Pancreas algenpantucel-L,Pancreatic cancer,2C10,Phase 3
D08OGB,YourDex,Autoimmune diabetes,5A10,Phase 3
D08OES,NiCord,Hematologic tumour,2B33.Y,Phase 3
D08OES,NiCord,Myelodysplastic syndrome,2A37,Phase 1/2
D08OES,NiCord,Acute lymphoblastic leukaemia,2A85,Phase 1/2
D08OES,NiCord,Hodgkin lymphoma,2B30,Phase 1/2
D08OES,NiCord,Sickle-cell anaemia,3A51,Phase 1/2
D08NXW,GLP-1,Diabetic complication,5A2Y,Phase 3
D08NCO,Vanadate,Rheumatoid arthritis,FA20,Phase 3
D08NCO,Vanadate,Psoriatic arthritis,FA21,Phase 3
D08NCO,Vanadate,Plaque psoriasis,EA90.0,Application submitted
D08NAI,SAR438584,Respiratory syncytial virus infection,1C80,Phase 3
D08MXP,LEE011,Solid tumour/cancer,2A00-2F9Z,Phase 3
D08MXP,LEE011,Breast cancer,2C60-2C65,Phase 3
D08MHD,E-2609,Alzheimer disease,8A20,Phase 3
D08MCS,ADS-5102,Dyskinesia,MB47.4,Phase 3
D08LDB,GSK1265744,Human immunodeficiency virus infection,1C62,Phase 3
D08KYQ,Sulopenem,Urinary tract infection,GC08,Phase 3
D08KXO,CCP-020,Epidermolysis bullosa,EC3Z,Phase 3
D08KSU,AP12009,Colorectal cancer,2B91.Z,Phase 3
D08KGY,PRX-302,Prostate cancer,2C82.0,Phase 3
D08JWJ,PF-1228305,Pulmonary hypertension,BB01,Phase 3
D08JLH,Spartalizumab,Melanoma,2C30,Phase 3
D08JIP,Rintatolimod,Human immunodeficiency virus infection,1C62,Phase 3
D08JAC,Fenretinide,Macular degeneration,9B78.3,Phase 3
D08JAC,Fenretinide,Solid tumour/cancer,2A00-2F9Z,Phase 2
D08JAC,Fenretinide,Lymphoma,2A80-2A86,Phase 2
D08JAC,Fenretinide,Peripheral T-cell lymphoma,2A90.C,Phase 2
D08JAC,Fenretinide,Tumour,2A00-2F9Z,Phase 1
D08IXA,BQ788,Neuromyelitis optica,8A43,Phase 3
D08IXA,BQ788,Myasthenia gravis,8C6Y,Phase 3
D08IXA,BQ788,Encephalopathy,8E47,Phase 3
D08IXA,BQ788,Acute kidney injury,GB60,Phase 3
D08IXA,BQ788,Hypertension,BA00-BA04,Phase 1
D08HWV,BGB-A317,Squamous cell carcinoma,2B60-2D01,Phase 3
D08HWV,BGB-A317,Hepatocellular carcinoma,2C12.02,Phase 3
D08HWV,BGB-A317,Solid tumour/cancer,2A00-2F9Z,Phase 1
D08HVG,BAL-8557,Fungal infection,1F29-1F2F,Phase 3
D08GOD,Tradipitant,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 3
D08GJH,Blonanserin,Schizophrenia,6A20,Phase 3
D08GIH,NGR-hTNF,Colorectal cancer,2B91.Z,Phase 3
D08GIH,NGR-hTNF,Malignant pleural mesothelioma,2C26.0,Phase 3
D08DHN,VX-787,Influenza A virus infection,1E30,Phase 3
D08DGC,CPL-7075,Diffuse systemic sclerosis,4A42.1,Phase 3
D08DGC,CPL-7075,Systemic lupus erythematosus,4A40.0,Phase 2
D08DGC,CPL-7075,Systemic sclerosis,4A42,Phase 2
D08DGC,CPL-7075,Cystic fibrosis,CA25,Phase 2
D08DGC,CPL-7075,Rheumatoid arthritis,FA20,Phase 2
D08CVC,Tocofersolan,Vitamin E deficiency,5B58,Phase 3
D08CGU,Bevacizumab + Rituximab,Lymphoma,2A80-2A86,Phase 3
D08CGU,Bevacizumab + Rituximab,Non-hodgkin lymphoma,2B33.5,Phase 3
D08CEA,122-0551 foam,Plaque psoriasis,EA90.0,Phase 3
D08BXT,Spermidine,Plaque psoriasis,EA90.0,Phase 3
D08BXT,Spermidine,Rheumatoid arthritis,FA20,Phase 3
D08BNJ,DTP-HepB-Polio-Hib,Pertussis,1C12.Z,Phase 3
D08BNJ,DTP-HepB-Polio-Hib,Tetanus,1C13,Phase 3
D08BNJ,DTP-HepB-Polio-Hib,Diphtheria,1C17,Phase 3
D08BMC,Olea europaea-containing vaccine,Allergic conjunctivitis,9A60.02,Phase 3
D08BBL,Iomab-B,Acute myeloid leukaemia,2A60,Phase 3
D08BBL,Iomab-B,Bone marrow transplantation,QB63.6,Phase 3
D07ZSU,Freeze-dried bee venom,Multiple sclerosis,8A40,Phase 3
D07ZCK,ZK-93423,Epileptic seizures,8A61-8A6Z,Phase 3
D07YVK,Sumanirole,Parkinson disease,8A00.0,Phase 3
D07YPW,Shigamabs,Bacterial infection,1A00-1C4Z,Phase 3
D07YPW,Shigamabs,Haemolytic uraemic syndrome,3A21.2,Phase 2
D07YLV,Ciclesonide,Asthma,CA23,Approved
D07YLV,Ciclesonide,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 3
D07YAR,NX-1207,Hepatocellular carcinoma,2C12.02,Phase 3
D07YAR,NX-1207,Prostate cancer,2C82.0,Phase 2
D07XRU,Telmisartan,Hypertension,BA00-BA04,Approved
D07XRU,Telmisartan,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 3
D07WTG,Recombinant acidic fibroblast growth factor,Skin burns,ME65.0,Phase 3
D07WPE,Epothilon,Ovarian cancer,2C73,Phase 3
D07WHN,FASORACETAM,Cognitive impairment,6D71,Phase 3
D07WCB,Colchicine,Acute gout flare,FA25.0,Approved
D07WCB,Colchicine,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 2
D07VKT,Ch14.18 mab,Neuroblastoma,2D11.2,Phase 3
D07VKT,Ch14.18 mab,Diabetic foot ulcer,BD54,Phase 3
D07VIB,Tecarfarin,Cerebrovascular ischaemia,8B1Z,Phase 3
D07VIB,Tecarfarin,Thrombosis,DB61-GB90,Phase 3
D07VHS,Isavuconazole,Invasive aspergillosis,1F20.0,Phase 3
D07VHS,Isavuconazole,Invasive candidiasis,1F23,Phase 3
D07VHS,Isavuconazole,Candidemia,1F23.3Y,Phase 3
D07VAQ,MG-1109,Influenza virus infection,1E30-1E32,Phase 3
D07UXF,AR19,Mental disease,6E8Z,Phase 3
D07UQQ,ACE-536,Myelodysplastic syndrome,2A37,Phase 3
D07UQQ,ACE-536,Myelofibrosis,2A20.2,Phase 2
D07UQQ,ACE-536,Anemia,3A00-3A9Z,Phase 2
D07UAS,PEG arginine deiminase,Hepatocellular carcinoma,2C12.02,Phase 3
D07UAS,PEG arginine deiminase,Acute myeloid leukaemia,2A60,Phase 1
D07TSV,Atorvastatin,Hyperlipidemia,5C80.Z,Approved
D07TSV,Atorvastatin,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 2
D07TSS,MSC-100-IV,Crohn disease,DD70,Phase 3
D07TQN,Asimadoline,Diarrhea-predominant irritable bowel syndrome,DD91.01,Phase 3
D07TQN,Asimadoline,Pruritus,EC90,Phase 2
D07TMR,ISIS 23722,Solid tumour/cancer,2A00-2F9Z,Phase 3
D07TDV,Bendavia,Mitochondrial myopathy,8C73,Phase 3
D07TDV,Bendavia,Acute myocardial infarction,BA41,Phase 2
D07TDV,Bendavia,Heart failure,BD10-BD13,Phase 2
D07STB,EG-1962,Subarachnoid hemorrhage,8B01,Phase 3
D07STB,EG-1962,Aneurysmal subarachnoid hemorrhage,8B01.0,Phase 3
D07SDQ,Curcumin,Solid tumour/cancer,2A00-2F9Z,Phase 3
D07RHF,GDC 695,Actinic keratosis,EK90.0,Phase 3
D07QYQ,Chloroquine,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 3
D07QYQ,Chloroquine,Malaria,1F40-1F45,Withdrawn from market
D07QYQ,Chloroquine,Middle East Respiratory Syndrome (MERS),1D64,Investigative
D07QYQ,Chloroquine,Severe acute respiratory syndrome (SARS),1D65,Investigative
D07QKK,CHLORIDE,Solid tumour/cancer,2A00-2F9Z,Phase 3
D07QJK,Plitidepsin,Multiple myeloma,2A83,Phase 3
D07QJK,Plitidepsin,Angioimmunoblastic T-cell Lymphoma,2A90.9,Phase 2
D07PXQ,ASP-2151,Herpes simplex virus infection,1F00,Phase 3
D07PVB,Squalamine,Solid tumour/cancer,2A00-2F9Z,Phase 3
D07PVB,Squalamine,Diabetic macular edema,9B71.02,Phase 2
D07PTH,13-cis-retinoic acid,Glioma,2A00.0,Phase 3
D07PTH,13-cis-retinoic acid,Infertility,GB04,Phase 2
D07PTH,13-cis-retinoic acid,Azoospermia,GB04.0,Phase 2
D07PQJ,ARQ-087,Intrahepatic cholangiocarcinoma,2C12.10,Phase 3
D07PQJ,ARQ-087,Cholangiocarcinoma,2C12.10,Phase 2
D07PQJ,ARQ-087,Solid tumour/cancer,2A00-2F9Z,Phase 1
D07PML,Ublituximab + umbralisib,Chronic lymphocytic leukaemia,2A82.0,Phase 3
D07PML,Ublituximab + umbralisib,Non-hodgkin lymphoma,2B33.5,Phase 2/3
D07OZR,TKI258,Renal cell carcinoma,2C90,Phase 3
D07OZR,TKI258,Triple negative breast cancer,2C60-2C65,Phase 2
D07OZR,TKI258,Endometrial cancer,2C76,Phase 2
D07OAO,IONIS-HTTRX,Huntington disease,8A01.10,Phase 3
D07NVI,CPI-613,Acute myeloid leukaemia,2A60,Phase 3
D07NVI,CPI-613,Pancreatic cancer,2C10,Phase 3
D07NVI,CPI-613,Myelodysplastic syndrome,2A37,Phase 2
D07NVI,CPI-613,Recurrent adult burkitt lymphoma,2A85.6,Phase 2
D07NVI,CPI-613,B-cell lymphoma,2A86,Phase 2
D07NVI,CPI-613,T-cell lymphoma,2A90,Phase 1
D07NVI,CPI-613,Metastatic colorectal cancer,2B91,Phase 1
D07NPS,Zarnestra,Acute myeloid leukaemia,2A60,Phase 3
D07NPS,Zarnestra,Human papillomavirus infection,1A9Y,Phase 2
D07NPS,Zarnestra,Chronic myelogenous leukaemia,2A20.0,Phase 2
D07NPS,Zarnestra,Myelodysplastic syndrome,2A37,Phase 2
D07NPS,Zarnestra,Peripheral T-cell lymphoma,2A90.C,Phase 2
D07NPS,Zarnestra,Colorectal cancer,2B91.Z,Phase 1/2
D07NPS,Zarnestra,Pancreatic cancer,2C10,Phase 1/2
D07MXF,Zabofloxacin,Pneumonia,CA40,Phase 3
D07MED,RG7716,Neovascular age-related macular degeneration,9B78.3Z,Phase 3
D07MED,RG7716,Choroidal neovascularization,9B76,Phase 2
D07KFB,Varespladib methyl,Rheumatoid arthritis,FA20,Phase 3
D07KEH,AKB-6548,Anaemia,3A90,Phase 3
D07JZT,LA-EP2006,Neutropenia,4B00.0,Phase 3
D07JRF,Influenza A virus H1N1 vaccine,Familial chylomicronemia syndrome,5C80,Phase 3
D07JIN,FMX103,Rosacea,ED90.0,Phase 3
D07HUW,Oregovomab,Ovarian cancer,2C73,Phase 3
D07HUW,Oregovomab,Epithelial ovarian cancer,2B5D,Phase 2
D07HOH,MM-398,Pancreatic cancer,2C10,Phase 3
D07HLS,Anacetrapib,Arteriosclerosis,BD40,Phase 3
D07HLS,Anacetrapib,Hyperlipidaemia,5C80,Phase 2
D07HAR,OMS-302,Pain,MG30-MG3Z,Phase 3
D07GNL,GSK-523338,Non-insulin dependent diabetes,5A11,Phase 3
D07GJZ,CQA 206-291,Parkinson disease,8A00.0,Phase 3
D07FPJ,MK-4214,Neutropenia,4B00.0,Phase 3
D07FBM,ASP1941,Liver disease,DB90-BD99,Phase 3
D07EUY,H5N1 influenza vaccine,Human immunodeficiency virus infection,1C62,Phase 3
D07EEN,Lixivaptan,Hyponatraemia,5C72,Phase 3
D07EEN,Lixivaptan,Skin infection,1F28-1G0Z,Phase 2
D07EEN,Lixivaptan,Congestive heart failure,BD10,Phase 2
D07EBF,CK-2017357,Amyotrophic lateral sclerosis,8B60.0,Phase 3
D07EBF,CK-2017357,Muscle fatigue,FB32.5,Phase 2
D07DTM,Cetraxal Otic,Otitis externa,AA00-AA13,Phase 3
D07CPM,GP2013,Follicular lymphoma,2A80,Phase 3
D07CPM,GP2013,Diffuse large B-cell lymphoma,2A81,Phase 3
D07CPM,GP2013,Chronic lymphocytic leukaemia,2A82.0,Phase 3
D07CPM,GP2013,Rheumatoid arthritis,FA20,Phase 2
D07CIN,(-)-Phenserine,Alzheimer disease,8A20,Phase 3
D07CCV,MK-0431C,Diabetic complication,5A2Y,Phase 3
D07BCU,Eflornithine + sulindac,Familial adenomatous polyposis,2B90.Y,Phase 3
D07BCU,Eflornithine + sulindac,Colon cancer,2B90.Z,Phase 3
D07AHC,LITOXETINE,Mood disorder,6A60-6E23,Phase 3
D07AEO,Isotretinoin,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 3
D06ZJD,Melapuldencel-T,Melanoma,2C30,Phase 3
D06ZFV,QPI-1007,Ischemic optic neuropathy,9C40.4,Phase 3
D06ZFV,QPI-1007,Non-arteritic anterior ischemic optic neuropathy,9C40.40,Phase 3
D06ZFV,QPI-1007,Glaucoma/ocular hypertension,9C61,Phase 2/3
D06XVN,Farletuzumab,Non-small-cell lung cancer,2C25.Y,Phase 3
D06XVN,Farletuzumab,Ovarian cancer,2C73,Phase 3
D06XMF,KT&G-101,Atrophy,9A2Y-9C40,Phase 3
D06XDI,QAW-039,Asthma,CA23,Phase 3
D06WQT,Nolatrexed,Solid tumour/cancer,2A00-2F9Z,Phase 3
D06WPM,Coprexa,Neurological disorder,6B60,Phase 3
D06WOF,Rova-T,Small-cell lung cancer,2C25.Y,Phase 3
D06WOF,Rova-T,Neuroendocrine cancer,2B72.1,Phase 1
D06VZN,SPK-843,Fungal infection,1F29-1F2F,Phase 3
D06VYK,Azithromycin,Bronchitis,CA20,Approved
D06VYK,Azithromycin,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 3
D06VSD,Captopril,Hypertension,BA00-BA04,Approved
D06VSD,Captopril,Coronavirus Disease 2019 (COVID-19),1D6Y,Phase 3
D06VFP,SOTB07,Asthma,CA23,Phase 3
D06UNY,SB204,Acne vulgaris,ED80,Phase 3
D06SVC,M-0011,Alpha-mannosidosis,5C56.21,Phase 3
D06SJO,GSK-2282512A,Influenza virus infection,1E30-1E32,Phase 3
D06RVQ,Xenon,Brain injury,NA07.Z,Phase 3
D06RBJ,DIPROTEVERINE HYDROCHLORIDE,Angina pectoris,BA40,Phase 3
D06QZL,Lerisetron,Testicular germ cell tumour,2C80.2,Phase 3
D06QZL,Lerisetron,Vomiting,MD90,Phase 3
D06QZL,Lerisetron,Nausea,MD90,Phase 3
D06QSN,Itolizumab,Type-1 diabetes,5A10,Phase 3
D06PFT,Rhumab Beta7,Ulcerative colitis,DD71,Phase 3
D06PEW,IT-101,Solid tumour/cancer,2A00-2F9Z,Phase 3
D06PBH,NN8640,Growth failure,LD2F.1Y,Phase 3
D06OQI,Tilarginine acetate,Myocardial infarction,BA41-BA43,Phase 3
D06OQI,Tilarginine acetate,Angina pectoris,BA40,Discontinued in Phase 2
D06OIG,Hib-MenCY-TT vaccine,Meningitis,1D01,Phase 3
D06LFV,NM-702,Angina pectoris,BA40,Phase 3
D06LEG,Influenza A virus H5N1 vaccine,Influenza virus infection,1E30-1E32,Phase 3
D06KNJ,PB-127,Cardiovascular disease,BA00-BE2Z,Phase 3
